Date,Temp,MinTemp,MaxTemp,Press,MinPress,MaxPress,Humid,MinHumid,MaxHumid,Dew,MinDew,MaxDew,WindSpd,Gust,WindDir,Rad,Rain
2000-06-03,20.833333333333332,14.6,27.0,889.8958333333334,888.7,891.7,59.125,30.0,87.0,11.895833333333334,7.7,14.0,67.39200000000001,9.4,113.79166666666667,737.75,0.0
2000-06-04,19.7625,15.0,25.4,891.1916666666666,890.2,893.1,63.791666666666664,37.0,89.0,12.25,9.3,14.2,67.39200000000001,9.4,97.5,794.9166666666666,0.0
2000-06-05,18.633333333333333,13.3,24.0,891.025,889.7,892.9,66.29166666666667,42.0,90.0,11.795833333333334,9.8,13.3,64.8,8.8,89.625,801.7083333333334,0.0
2000-06-06,17.983333333333334,12.7,24.3,891.5375,890.2,893.5,68.45833333333333,43.0,91.0,11.691666666666668,10.1,13.3,59.616,12.2,113.375,795.75,0.0
2000-06-07,17.941666666666666,13.1,23.8,890.9250000000001,889.1,892.6,66.83333333333333,43.0,87.0,11.304166666666667,10.3,13.1,60.912000000000006,8.4,100.08333333333333,792.3333333333334,0.0
2000-06-08,18.491666666666667,13.2,24.8,890.7375000000001,889.5,892.7,63.958333333333336,40.0,86.0,11.112499999999999,9.6,13.3,55.728,7.4,102.58333333333333,810.0416666666666,0.0
2000-06-09,18.766666666666666,13.2,25.0,890.4875000000001,888.9,892.1,63.708333333333336,34.0,86.0,11.241666666666667,7.9,14.0,57.02400000000001,8.4,110.875,816.7916666666666,0.0
2000-06-10,19.2375,13.7,25.2,890.1041666666666,888.3,891.8,56.958333333333336,30.0,81.0,9.816666666666666,5.6,11.8,71.28,8.9,113.41666666666667,808.125,0.0
2000-06-11,18.55,12.6,26.0,889.5666666666666,886.7,890.1,53.958333333333336,37.0,86.0,8.233333333333333,9.4,13.2,41.47200000000001,6.8,125.25,796.9583333333334,0.0
2000-06-12,18.712500000000002,12.6,26.0,888.8291666666668,886.7,890.1,54.416666666666664,37.0,86.0,8.833333333333334,9.4,13.2,54.432,6.8,117.16666666666667,670.75,0.0
2000-06-13,19.554166666666667,12.6,26.0,888.0625,886.7,890.1,59.208333333333336,37.0,86.0,10.920833333333334,9.4,13.2,53.136,6.8,141.04166666666666,650.2916666666666,0.0
2000-06-14,20.629166666666666,15.3,26.4,888.1583333333333,886.4,890.3,61.708333333333336,36.0,87.0,12.525,10.1,13.8,46.656000000000006,7.8,101.375,767.375,0.0
2000-06-15,19.85833333333333,15.6,25.1,888.6708333333332,887.4,890.5,59.708333333333336,36.0,80.0,11.325000000000001,7.9,12.7,62.208000000000006,9.2,91.70833333333333,773.7083333333334,0.0
2000-06-16,18.670833333333334,14.0,24.7,888.8041666666667,887.3,890.6,59.25,30.0,81.0,9.933333333333334,5.9,11.9,82.94400000000002,9.6,107.58333333333333,799.4166666666666,0.0
2000-06-17,18.2,12.0,24.2,888.6125000000001,887.2,890.4,53.458333333333336,29.0,79.0,7.879166666666666,3.9,10.3,67.39200000000001,10.1,114.66666666666667,796.375,0.0
2000-06-18,18.495833333333334,12.2,25.9,888.4125,886.6,890.4,56.125,30.0,83.0,8.816666666666666,6.6,10.4,58.32,7.5,117.5,789.7083333333334,0.0
2000-06-19,19.383333333333333,12.2,26.9,889.1125000000001,887.7,891.1,57.041666666666664,30.0,87.0,9.795833333333333,6.8,11.9,46.656000000000006,5.9,138.625,771.25,0.0
2000-06-20,20.458333333333332,13.4,27.7,888.4791666666666,886.5,889.9,54.916666666666664,29.0,83.0,10.295833333333333,7.7,12.1,46.656000000000006,6.3,131.04166666666666,773.6666666666666,0.0
2000-06-21,19.929166666666667,14.3,26.1,889.1999999999999,888.1,890.9,63.375,41.0,85.0,12.441666666666668,10.4,14.4,55.728,8.6,204.16666666666666,747.0416666666666,0.0
2000-06-22,18.412499999999998,13.1,25.5,889.3458333333333,887.7,891.2,69.95833333333333,30.0,94.0,11.966666666666667,6.5,14.2,54.432,7.2,131.33333333333334,790.0,0.0
2000-06-23,19.462500000000002,13.2,26.1,889.2166666666667,887.8,891.2,58.666666666666664,36.0,84.0,10.679166666666667,9.3,11.7,71.28,9.1,109.875,779.125,0.0
2000-06-24,19.454166666666666,13.3,25.8,889.4583333333334,887.9,891.2,62.041666666666664,38.0,86.0,11.5,9.8,13.4,67.39200000000001,8.3,94.20833333333333,782.0416666666666,0.0
2000-06-25,19.516666666666666,13.0,25.9,889.225,887.3,891.3,51.75,27.0,75.0,8.4375,4.2,12.8,47.952000000000005,6.9,104.5,797.875,0.0
2000-06-26,19.479166666666668,11.4,27.0,888.8166666666666,887.7,890.7,42.458333333333336,16.0,75.0,4.9624999999999995,-1.3,7.7,51.84,6.9,102.70833333333333,803.625,0.0
2000-06-27,19.191666666666666,12.8,26.2,888.7875,887.2,890.5,37.166666666666664,17.0,58.0,3.1958333333333333,-0.8,7.1,51.84,7.2,138.83333333333334,787.4166666666666,0.0
2000-06-28,19.400000000000002,12.4,26.7,888.0875,886.1,889.7,40.666666666666664,23.0,66.0,5.008333333333334,2.5,7.5,73.872,12.2,82.16666666666667,798.8333333333334,0.0
2000-06-29,20.2625,13.7,26.5,887.8833333333333,886.0,889.8,47.041666666666664,30.0,64.0,8.299999999999999,5.6,11.5,57.02400000000001,7.4,67.75,783.5833333333334,0.0
2000-06-30,20.26666666666667,13.0,26.7,888.6750000000001,887.4,891.0,50.083333333333336,27.0,80.0,8.741666666666667,5.1,11.2,40.176,7.3,135.75,754.0833333333334,0.0
2000-07-01,20.675,13.2,27.7,888.1,885.9,889.7,43.75,27.0,69.0,7.433333333333334,4.2,9.8,63.504000000000005,8.3,97.33333333333333,785.0,0.0
2000-07-02,20.125,16.0,25.5,888.3666666666667,887.0,890.2,56.333333333333336,34.0,75.0,10.804166666666667,8.4,12.1,55.728,7.1,95.5,689.7916666666666,0.0
2000-07-03,19.483333333333334,14.0,25.9,889.9291666666667,888.6,891.8,59.291666666666664,34.0,84.0,10.841666666666667,8.0,12.7,64.8,10.0,103.58333333333333,747.5416666666666,0.0
2000-07-04,17.595833333333335,13.5,22.3,890.4333333333334,889.3,892.2,63.166666666666664,41.0,81.0,10.25,8.1,11.8,84.24000000000001,11.6,110.29166666666667,709.125,0.0
2000-07-05,17.029166666666665,12.7,22.4,889.6791666666667,888.4,891.2,60.916666666666664,41.0,79.0,9.204166666666667,6.0,11.1,101.088,13.4,101.41666666666667,729.3333333333334,0.0
2000-07-06,16.3625,12.1,21.1,889.4041666666667,888.3,890.8,70.375,53.0,88.0,10.854166666666666,8.9,13.3,80.352,9.1,102.29166666666667,639.8333333333334,0.0
2000-07-07,17.904166666666665,14.2,23.1,889.5791666666668,888.0,891.5,68.95833333333333,44.0,83.0,11.854166666666666,10.1,12.8,75.16799999999999,10.0,84.95833333333333,662.9166666666666,0.0
2000-07-08,18.633333333333333,12.6,25.1,888.9541666666668,887.2,890.7,63.75,39.0,88.0,11.179166666666667,9.3,12.4,68.688,8.6,88.125,759.5,0.0
2000-07-09,19.170833333333334,13.0,25.0,888.4208333333332,886.7,890.6,61.25,36.0,90.0,10.970833333333333,8.3,12.5,59.616,8.1,97.91666666666667,807.7916666666666,0.0
2000-07-10,19.162499999999998,14.5,25.3,887.8625000000001,886.2,889.5,57.791666666666664,34.0,79.0,10.1625,7.9,11.8,77.76,10.3,62.75,780.8333333333334,0.0
2000-07-11,19.55,12.2,26.6,888.8541666666666,887.1,891.3,58.0,33.0,88.0,10.454166666666667,8.3,12.2,50.544,20.8,124.875,719.7083333333334,0.0
2000-07-12,19.6125,14.8,24.9,889.8166666666666,888.2,891.6,61.916666666666664,46.0,81.0,11.995833333333332,9.5,13.3,46.656000000000006,6.6,151.66666666666666,778.4583333333334,0.0
2000-07-13,16.729166666666668,11.9,23.6,891.0875,889.8,893.2,71.75,47.0,89.0,11.308333333333332,9.9,12.9,54.432,8.1,157.45833333333334,625.9166666666666,0.0
2000-07-14,18.116666666666667,12.3,25.0,890.0666666666666,888.3,891.7,65.20833333333333,35.0,87.0,10.833333333333334,7.7,12.8,69.98400000000001,9.0,124.29166666666667,725.0416666666666,0.0
2000-07-15,19.133333333333333,13.6,25.6,888.875,886.4,890.7,63.166666666666664,40.0,89.0,11.533333333333333,9.2,13.7,57.02400000000001,7.9,96.70833333333333,735.5416666666666,0.0
2000-07-16,19.691666666666666,15.1,24.6,887.1958333333333,885.3,888.8,61.166666666666664,42.0,83.0,11.758333333333333,10.4,12.8,57.02400000000001,9.5,261.875,599.625,0.0
2000-07-17,15.379166666666668,9.2,23.7,887.3333333333334,885.4,888.8,47.541666666666664,14.0,76.0,2.441666666666667,-5.0,12.1,57.02400000000001,8.3,185.79166666666666,734.2083333333334,0.0
2000-07-18,16.95,8.4,27.5,887.6416666666668,885.9,889.7,37.75,13.0,67.0,0.47500000000000003,-3.9,4.6,40.176,9.1,174.41666666666666,835.1666666666666,0.0
2000-07-19,19.412499999999998,10.3,27.4,888.4416666666666,886.9,890.1,30.75,16.0,56.0,0.9874999999999999,-1.4,4.0,62.208000000000006,7.1,161.875,802.8333333333334,0.0
2000-07-20,19.575,13.1,27.7,887.5791666666665,884.7,889.5,38.583333333333336,19.0,63.0,4.466666666666667,0.2,6.4,54.432,9.2,190.54166666666666,815.375,0.0
2000-07-21,21.045833333333334,13.6,28.9,886.2333333333332,884.8,887.9,43.416666666666664,22.0,70.0,7.2,3.4,10.7,64.8,9.3,152.04166666666666,803.6666666666666,0.0
2000-07-22,22.025000000000002,16.3,29.1,887.0208333333334,885.3,889.0,52.416666666666664,32.0,81.0,11.308333333333332,10.0,13.2,59.616,8.9,157.625,744.3333333333334,0.0
2000-07-23,21.587500000000002,16.4,28.6,887.7666666666668,886.1,889.3,61.0,34.0,88.0,13.1875,10.9,16.7,85.536,11.1,281.0833333333333,699.75,0.0
2000-07-24,17.120833333333334,12.2,24.1,887.9250000000001,885.7,889.9,79.29166666666667,51.0,99.0,13.125,11.9,15.7,50.544,7.9,160.20833333333334,567.3333333333334,0.0
2000-07-25,20.625,13.9,28.7,888.2958333333332,887.1,890.2,64.70833333333333,31.0,93.0,12.941666666666668,9.9,14.7,59.616,7.3,129.04166666666666,702.0833333333334,0.0
2000-07-26,21.183333333333334,16.9,27.1,889.0583333333334,887.0,890.7,67.79166666666667,41.0,89.0,14.641666666666666,12.3,16.5,63.504000000000005,7.4,121.625,710.4583333333334,0.2
2000-07-27,21.175,16.4,26.9,889.025,887.7,891.0,64.375,39.0,88.0,13.75,11.6,14.7,64.8,9.4,107.29166666666667,765.9166666666666,0.0
2000-07-28,19.841666666666665,14.7,25.7,889.6999999999999,888.1,892.1,58.416666666666664,27.0,82.0,10.637500000000001,5.4,13.4,66.096,10.2,115.41666666666667,866.625,0.0
2000-07-29,18.329166666666666,12.2,24.5,888.3708333333334,886.1,890.6,55.041666666666664,30.0,83.0,8.5375,5.4,11.9,53.136,8.4,94.08333333333333,828.5416666666666,0.0
2000-07-30,19.370833333333334,11.7,26.8,887.8208333333333,886.4,889.8,45.375,22.0,77.0,6.3125,2.8,9.0,58.32,8.9,129.5,860.7916666666666,0.0
2000-07-31,19.575,13.2,26.4,888.1958333333333,886.7,890.3,40.0,15.0,67.0,4.2875000000000005,-2.5,8.0,51.84,7.1,112.79166666666667,878.2083333333334,0.0
2000-08-01,18.595833333333335,12.9,25.2,888.5500000000001,886.9,890.6,41.333333333333336,24.0,56.0,4.883333333333334,1.7,7.2,66.096,7.7,112.75,677.6666666666666,0.0
